	X000_CYSTINE	X101_OU	X101_PU	X101_S_L	X101_S_R	X102_EC	X102_OU	X102_PU	X103_EC_1	X103_EC_2	X103_OU	X103_PU	X103_S	X104_EC	X104_OU	X104_PU	X104_S	X105_S	X105_OU	X105_PU	X106_EC	X106_OU	X106_PU	X106_S	X107_EC	X107_PU1	X107_PU2	X107_S	X108_PU	X109_PU	X110_EC	X110_PU	X110_S	X111_PU	X111_S	X112_OU	X112_PU	X113_PU	X114_OU	X114_PU	X115_OU	X115_PU	X116_OU	X116_PU	X116_S	X117_PU	X118_PU	X119_EC	X119_OU	X119_PU	X119_S	X120_OU	X120_PU	X121_OU	X121_PU	X122_EC	X122_OU	X122_PU	X122_S_1	X122_S_2	X122_S_3	X123_OU	X123_PU	X124_PU	X125_EC	X125_OU	X125_PU	X125_S	X126_OU	X126_PU	X126_S	X127_OU	X127_PU	X127_S	X128_OU	X128_PU	X129_PU	X130_EC	X130_OU	X130_PU	X130_S	X131_PU	X132_OU	X132_PU	X133_OU	X133_PU	X134_PU	X134_S	X135_OU	X135_PU	X136_EC	X136_OU	X136_PU	X136_S	X137_OU	X137_PU	X137_S	X138_PU	X139_PU	X140_OU	X140_PU	X141_OU	X141_PU	X142_OU	X142_PU	X143_OU	X143_PU	X144_OU	X144_PU	X144_S	X145_OU	X145_PU	X146_OU	X146_PU	X147_OU	X147_PU	X148_PU	X149_OU	X149_PU	X150_PU	X151_OU	X151_PU	X152_EC	X152_OU	X152_PU	X152_S	X153_EC	X153_PU	X153_S	X154_OU	X154_PU	X155_OU	X155_PU	X156_OU	X156_PU	X157_PU	X158_OU	X158_PU	X159_PU	X160_OU	X160_PU	X160_S	X161_OU	X161_PU	X162_EC	X162_OU	X162_PU	X163_OU	X163_PU	X164_PU	X165_OU	X165_PU	X166_OU	X166_PU	X167_OU	X167_PU	X167_S	X168_OU	X168_PU	X169_OU	X169_PU	X170_PU	X171_OU	X171_PU	X172_EC	X172_OU	X172_PU	X172_S	X173_PU	X174_OU	X174_PU	X175_EC	X175_OU	X175_PU	X175_S	X176_OU	X176_PU	X177_OU	X177_PU	X177_S_2	X178_OU	X178_PU	X178_S_1	X178_S_2	X179_OU	X179_PU	X180_PU	X181_PU	X182_PU	X182_S	X183_OU	X183_PU	X184_EC	X184_OU	X184_PU	X184_S	X450_PU	X451_PU	X452_PU	X453_PU	X454_PU	X455_PU	X457_PU	X458_PU	X459_PU	X460_PU	X462_PU	X463_PU	X464_PU	X465_PU	X467_PU	X469_PU	X470_PU	X471_PU	X472_PU	X474_PU	X475_PU	X476_PU	X477_PU	X478_PU	X479_PU	DNAB1	DNAB3	PCRB1	PCRB2	PCRB3	SPIKE1_1	SPIKE1_2	SPIKE1_3	SPIKE2_1	SPIKE2_2	SPIKE2_3	tax.vector
SV_32	0	0	10	0	13	0	0	0	0	0	0	6	0	0	0	0	49	56	0	2660	9	0	0	29	0	0	179	0	0	0	0	0	8	0	6	0	0	0	0	0	0	0	0	755	0	0	0	0	0	31	0	0	0	0	0	52	301	1189	11	288	30	0	0	0	0	0	125	74	30	447	3	0	0	0	0	15	0	0	0	0	0	1905	0	0	0	0	0	52	0	0	0	0	50	0	0	0	34	0	0	0	15	0	0	0	0	0	0	0	0	9	0	4	3	5	0	31	6	4	17	37	0	0	0	0	0	41	0	16	0	0	0	0	14	0	7	2558	0	0	0	0	0	0	0	0	28	8	10	0	0	0	0	0	0	30	0	0	0	33	10	0	0	34	0	171	0	37	0	108	0	0	0	11	0	0	0	24	0	0	15	0	8	0	0	24	0	0	0	0	10	0	0	41	0	0	0	100	14	1778	32	0	0	41608	0	0	497	113	195	11	118	4	0	0	0	8	517	319	0	0	57	32	0	0	9	228	0	0	24	0	0	50	0	11	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella
SV_33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	50022	0	0	125	0	0	0	0	0	0	64	0	0	99	0	0	0	0	0	0	225	0	0	0	0	0	55	0	0	85	30	0	0	0	0	0	0	86	0	0	331	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	154	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	58	0	0	0	0	0	107	49	0	0	0	0	286	0	0	0	0	0	0	129	0	0	0	0	0	0	0	83	0	0	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	531	0	0	0	0	0	0	315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Veillonella
SV_34	0	0	0	0	0	3	0	0	0	0	0	82	0	0	0	75	0	0	0	143	203	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	20	227	0	1554	62	0	0	0	0	0	0	0	0	144	0	0	52	0	0	0	0	328	0	0	0	0	58	0	0	0	0	0	0	0	0	0	31	0	0	135	0	0	0	0	0	317	0	0	0	131	143	0	0	0	0	0	0	0	0	259	0	0	0	0	1375	0	281	0	0	0	12	0	0	0	89	0	0	0	0	0	88	0	156	94	0	0	0	0	0	0	0	278	0	0	88	0	0	0	0	106	0	0	87	0	0	0	12	0	0	0	0	0	479	76	0	245	0	0	0	0	0	0	0	0	0	0	0	81	0	40	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	137	0	0	37	0	0	49	1102	0	0	0	0	0	109	0	75	0	0	0	178	64	0	0	0	0	113	69	173	0	107	9	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus
SV_35	0	0	1616	0	28	0	0	26	0	0	36	120	7	0	14	67	0	0	9	1382	89	12	7	0	10	69	0	0	20	0	0	1093	0	0	0	0	0	11	0	1038	385	119	5	104	12	0	38	0	0	126	10	0	0	0	33	0	0	19	0	108	0	0	12	32	0	0	14	0	0	81	0	0	19	0	0	44	19	0	0	61	8	568	23	24	0	140	213	0	16	264	0	0	24	0	0	114	15	100	72	17	65	8	32	17	96	15	15	0	31	0	0	0	0	0	0	3192	54	10	104	104	4	0	0	0	48	0	0	4815	0	0	74	0	9	0	261	20	0	35	236	0	0	14	0	0	7	0	12	7	41	63	6	164	0	23	0	35	16	0	0	0	0	27	0	51	0	28	35	7	12	14	14	19	4	46	34	4	25	0	0	15	0	160	5	0	24	6	10	19	6202	0	0	40	0	0	82	22	247	84	0	0	1204	0	0	0	259	9	74	158	0	3	25	0	12	29	0	0	8	31	0	66	3	0	0	8	0	6	0	0	27	27	0	36	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Ezakiella
SV_36	0	0	301	0	164	0	0	161	52	0	0	0	18	0	0	19	0	0	0	1163	29	0	42	102	18	0	53	0	117	75	25	977	0	0	0	59	18	0	0	5377	0	0	0	79	0	31	147	0	0	272	0	0	49	0	9	0	0	0	0	564	0	0	0	70	0	0	0	0	0	6571	0	37	77	0	26	0	156	0	0	13	0	12	16	0	0	0	7	0	0	204	10	0	370	0	0	1930	22	21	22696	0	1107	0	217	0	52	0	75	0	230	0	0	38	0	0	0	477	0	0	75	17	0	0	0	0	172	0	15	0	0	0	0	0	51	0	63	903	0	14	0	0	40	73	0	12	34	0	79	0	0	62	0	35	8	159	0	52	13	0	18	0	19	0	0	0	0	0	19	0	106	0	56	0	0	0	15	45	175	0	28	0	21	0	17	0	0	0	87	0	0	0	0	11	0	0	0	0	0	201	0	0	9	0	0	512	1690	100	0	18	0	8	0	0	0	11	272	9	0	18	0	0	0	7	0	20	0	199	0	0	6	97	0	113	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Dialister
SV_37	0	20	1124	21	41	0	0	159	25	0	32	0	34	0	0	0	0	0	0	55	171	0	0	24	35	10	0	13	30	0	0	112	0	0	0	32	28	0	64	401	115	9	0	97	25	158	0	22	0	15	15	47	0	50	0	20	0	0	36	62	38	0	0	0	0	0	9	0	6	33	33	6	123	0	0	14	45	6	0	13	68	458	50	8	35	132	24	10	10	265	0	0	0	4	6187	21269	3223	342	1398	0	84	26	210	35	40	0	114	0	154	0	77	88	0	5	0	172	91	0	8	0	0	0	0	0	83	7	23	339	0	10	5	0	0	13	42	45	26	0	0	12	93	58	7	10	0	0	29	0	154	21	16	112	0	86	0	22	17	0	0	0	31	74	9	0	0	17	0	0	62	19	0	0	0	29	41	0	83	0	0	16	0	0	26	2	19	0	0	0	179	0	0	0	0	0	0	0	210	110	0	6	1038	0	0	3395	78	10	0	70	33	24	0	1789	0	37	29	43	26	31	0	394	0	9	0	0	9	78	0	0	0	19	0	0	Bacteria:Actinobacteria:Actinobacteria:Actinomycetales:Actinomycetaceae:Actinotignum
SV_38	7	0	68	8	73	0	3	186	26	0	91	21	42	0	0	71	4	5	10	1923	47	13	5	28	7	40	21	7	18	29	6	376	0	106	0	11	12	1162	8	2275	53	23	0	1990	48	63	55	0	0	52	49	0	57	6	57	0	19	133	31	406	13	0	119	27	0	0	15	13	16	73	34	9	40	17	14	46	17	16	4	70	31	49	10	0	4	197	54	30	11	88	7	0	122	0	131	60	57	390	3916	10	47	0	954	9	40	0	25	0	48	0	38	35	0	0	0	456	28	8	87	22	2	36	6	0	33	11	0	275	30	0	27	186	447	0	79	1137	0	14	32	0	5	57	52	5	10	0	149	83	697	43	7	2700	0	34	0	31	32	0	21	3	8	13	0	29	0	13	5	19	15	0	80	14	5	59	39	7	73	0	30	20	17	21	20	3	7	0	39	22	475	0	0	28	0	5	12	13	288	77	0	29	5903	63	0	7394	1098	27	610	189	982	34	565	26	20	52	1307	101	26	42	96	9	31	25	9	26	0	38	11	0	9	51	0	37	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Finegoldia
SV_39	0	0	371	0	0	0	0	9	0	0	0	0	0	0	0	307	437	0	0	0	0	0	51	0	0	6973	0	42	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	29201	0	140	0	0	0	7	7	0	0	0	165	0	0	0	0	50	10	0	51	5	0	0	132	12	0	0	10	0	0	0	0	0	13	10	0	269	0	17	0	124	31	0	0	0	0	0	0	11	8	0	0	0	0	0	0	0	78	0	50	0	288	0	0	41	0	0	0	12	0	0	19	13	0	0	0	19	0	30	0	0	0	0	0	12	0	0	129	10	554	0	184	64	0	248	659	0	0	0	0	0	0	0	21	0	82	0	0	0	0	43	0	85	84	0	87	0	0	124	0	0	0	0	135	28	0	0	0	0	0	89	0	0	0	0	0	0	0	29	0	24	0	0	31	118	195	0	0	180	0	25	0	18	9	0	0	0	0	12	0	0	0	11	2055	0	0	63	16	0	42	0	15	0	351	0	142	0	0	0	0	0	0	0	46	0	69	0	0	0	Bacteria:Firmicutes:Bacilli:Lactobacillales:Streptococcaceae:Streptococcus
SV_40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44220	0	0	13	0	0	0	22	0	0	25	45	0	81	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	45	20	0	0	0	0	0	0	24	0	0	97	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	97	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	27	0	0	0	0	0	31	16	0	0	0	0	186	0	0	0	0	0	0	25	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_7
SV_41	0	0	910	0	15	0	0	4	0	0	0	0	2	0	0	32	0	0	0	55	0	0	0	4	23	12	0	0	0	4	18	62	0	0	0	4	0	0	0	204	9	0	0	28	6	0	9	0	0	42	0	0	0	0	9	0	0	0	0	8	0	0	0	7	0	0	8	0	0	665	0	0	0	0	0	9	0	0	0	24	0	15	0	17	0	10	20	0	0	38	0	0	19	0	0	35	0	0	20	0	67	5	0	0	122	0	0	0	55	0	0	0	0	0	0	0	0	0	167	9	0	0	0	0	8	4	0	3818	0	0	0	0	0	0	26679	8	0	18	11	0	0	4	0	0	0	0	0	17	26	10	0	186	0	0	0	154	0	0	0	0	0	16	0	0	0	0	20	7	0	0	0	0	0	181	7	0	0	0	0	0	0	0	16	0	0	7	0	0	2611	0	0	14	5	0	7	13	0	9	0	0	445	0	0	0	85	85	19	118	0	0	29	718	0	14	3366	7	0	14	7	7	0	0	0	6	0	0	0	0	0	0	0	4	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas
SV_42	10	0	228	0	143	0	7	102	0	0	94	83	67	42	9	203	0	5	32	1870	104	14	16	0	0	2008	29	0	64	43	0	474	0	0	0	0	74	0	0	735	82	17	26	85	14	18	102	0	0	132	43	5	25	12	53	0	24	75	0	345	25	0	0	55	0	23	38	40	15	213	60	0	82	0	0	82	43	0	20	61	42	343	32	34	0	163	96	0	21	157	0	27	127	0	27	333	70	410	5945	21	204	14	92	27	124	0	40	0	98	12	0	32	37	0	0	316	34	0	70	54	0	0	26	0	73	29	0	1877	0	0	38	3184	2488	0	2392	73	0	54	273	0	24	21	0	0	26	16	20	18	44	41	10	1041	0	77	0	43	67	0	0	3	0	23	0	45	0	23	37	34	30	0	22	18	0	0	59	36	93	16	67	0	38	83	0	34	0	14	50	15	1096	0	0	38	27	0	43	97	90	108	0	0	3251	146	0	0	876	63	164	114	39	0	133	31	37	0	1393	21	0	114	10	56	0	0	14	73	0	32	55	0	23	58	0	88	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Dialister
SV_43	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	169	2047	0	0	50	0	0	0	82	0	0	211	0	0	0	0	0	0	84	0	0	55	0	0	0	0	0	0	215	0	0	0	0	0	30	0	0	0	0	0	13	119	0	0	0	83	0	0	0	0	0	55	0	0	26	0	6	0	25	0	10	53	0	0	36	0	0	63	0	0	0	28	0	0	93	0	0	29	26	0	0	21	0	0	60	0	0	0	0	0	0	0	0	126	0	127	0	327	0	0	0	214	0	0	0	0	0	70	0	0	0	0	0	0	74	0	0	27639	32	0	0	0	22	0	0	30	0	0	0	0	0	0	0	54	0	0	0	0	0	0	113	0	43	0	21	0	0	0	0	0	45	0	88	9	30	0	0	0	8970	0	82	0	0	0	0	0	0	0	86	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	83	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus
SV_44	0	0	276	0	69	0	0	9	20	0	0	0	0	0	0	242	0	0	0	40	10	0	0	23	0	0	0	0	39	0	0	417	0	0	0	33	4	0	0	433	0	0	18	88	10	84	51	0	0	157	0	0	8	0	0	0	0	0	0	35	0	0	0	5	0	0	0	0	0	5550	0	6	35	0	5	15	9	0	0	0	0	423	0	10	0	6	11	0	5	121	0	0	125	0	0	1636	0	350	19241	6	1076	15	14	0	74	0	17	0	82	0	0	17	0	0	0	55	9	0	83	0	0	0	0	0	14	0	10	9534	0	0	0	11	0	0	0	0	0	0	56	0	0	0	0	0	11	0	0	0	0	36	0	226	0	13	0	59	0	0	0	0	0	18	0	0	0	0	6	0	0	0	8	0	0	0	0	0	9	0	19	0	15	4	0	0	0	0	0	0	493	0	0	0	13	0	0	36	66	40	0	0	97	0	0	23	191	0	0	10	0	0	0	44	0	6	0	0	0	23	0	0	0	0	0	10	0	72	0	3	0	5	0	58	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas
SV_45	0	0	1276	11	29	0	11	56	33	7	42	0	25	21	10	0	9	0	4	883	0	0	17	24	16	410	14	0	0	42	8	136	0	48	0	6	0	0	5	3348	166	29	0	77	41	0	57	0	10	0	18	0	0	0	168	0	12	0	21	218	0	0	0	53	0	15	28	16	0	79	21	0	0	10	0	0	0	15	0	43	0	0	0	32	0	153	45	18	14	152	0	20	79	10	0	58	28	917	851	25	129	0	0	11	76	0	0	0	0	7	100	195	24	0	0	186	0	0	72	0	9	36	0	3	40	17	5	1247	16	0	96	3959	2521	0	2321	0	0	20	0	6	8	22	0	11	15	0	20	57	143	0	22	134	0	14	0	62	9	0	7	0	10	0	4	0	0	0	0	26	0	0	38	0	0	92	32	0	42	8	0	17	29	0	33	0	0	0	29	0	681	0	0	110	0	0	0	41	0	44	0	0	426	0	22	4440	765	44	408	238	0	26	0	0	0	28	1879	40	0	56	26	0	15	22	0	21	0	32	9	0	0	45	0	80	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Anaerococcus
SV_46	7	0	315	0	71	0	0	206	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	0	0	4	0	0	0	78	0	0	0	0	0	0	82	0	0	5	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	96	0	0	51	0	9	33491	0	6	0	334	0	0	0	103	0	39	0	0	0	0	0	0	55	0	0	47	0	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	351	0	0	0	0	0	0	316	0	0	0	0	0	0	8	0	0	0	0	0	10	0	51	0	0	0	0	15	0	0	242	0	0	0	16	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	14	0	0	0	0	0	0	0	0	52	14	0	0	0	0	0	0	227	0	0	0	0	113	0	0	0	0	0	81	0	0	0	0	0	0	Bacteria:Proteobacteria:Gammaproteobacteria:Pasteurellales:Pasteurellaceae:Haemophilus
SV_47	0	0	59	0	61	0	0	0	0	0	0	0	117	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	210	0	0	0	0	0	41	0	0	0	0	79	0	0	0	0	0	0	258	0	168	0	0	0	0	0	0	0	0	0	0	196	0	116	0	0	157	17	0	0	0	34	61	0	0	0	0	34	0	0	0	0	0	0	0	0	0	223	0	0	0	174	0	0	57	0	0	0	0	0	8	19	15	0	0	0	0	0	0	0	0	0	0	81	0	17	7	0	8	0	0	0	0	0	0	0	27	0	0	878	0	0	56	0	0	0	0	0	8	53	0	0	0	0	0	0	0	72	0	0	0	0	45	0	0	0	0	0	30	0	0	0	0	0	0	113	0	0	25	105	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	26	1552	0	25	27688	0	25	0	152	0	9	199	144	0	0	41	49	0	0	0	51	129	0	27	56	0	0	162	0	0	0	0	0	59	0	0	Bacteria:Actinobacteria:Actinobacteria:Bifidobacteriales:Bifidobacteriaceae:Alloscardovia
SV_48	0	0	340	7	32	3	0	61	18	0	53	27	22	0	4	40	0	0	6	862	19	0	0	18	4	110	10	0	19	0	12	319	0	53	0	11	10	2252	0	1862	87	26	0	189	20	39	28	2	0	39	11	5	0	7	30	0	0	71	8	219	0	0	0	16	0	0	6	10	8	56	16	10	10	6	4	29	8	10	0	29	10	197	8	7	0	58	27	0	9	70	0	5	27	0	0	79	18	193	3057	0	119	4	413	23	44	0	8	0	30	3	0	36	9	0	0	213	15	0	64	20	2	31	0	3	15	8	3	1313	4	0	36	2216	1025	0	1306	101	5	0	27	0	11	29	0	0	7	7	6	0	107	41	15	326	0	10	0	26	8	0	9	0	0	0	4	17	0	0	0	16	5	0	31	0	0	0	10	14	24	7	9	17	8	16	16	12	6	0	8	6	783	0	0	9	8	0	11	21	0	141	0	4	1819	53	21	3860	817	28	259	76	0	16	184	878	0	35	1183	42	5	24	11	38	13	7	2	19	0	18	8	0	0	61	0	33	Bacteria:Firmicutes:Clostridia:Clostridiales:Family_XI:Peptoniphilus
SV_49	0	2	0	0	17	0	0	35	0	0	6	0	19	0	0	0	0	0	0	4	116	0	0	0	0	0	0	0	18	0	0	0	12	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	18	0	0	19	0	0	0	0	6	18	0	0	0	0	0	0	0	0	0	0	17	0	6	0	0	0	28	0	0	0	8	0	0	0	0	0	0	0	0	32	0	0	0	0	239	17010	9881	0	16	0	0	0	63	0	0	0	11	0	25	0	0	6	0	0	0	18	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	13	0	0	0	0	0	0	30	0	0	28	0	0	0	4	0	32	0	0	0	0	0	10	0	0	0	0	0	19	4	25	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	28	13	0	0	6	6	0	0	0	0	25	0	0	0	0	0	0	0	13	0	0	0	3	0	0	Bacteria:Bacteroidetes:Bacteroidia:Flavobacteriales:Weeksellaceae:Bergeyella
SV_50	0	0	325	0	0	0	0	9	0	0	0	14	0	0	0	0	0	16	0	612	75	0	0	9	0	57	13	0	0	0	0	97	0	0	0	0	29	0	0	51	0	0	0	0	0	20	15	0	0	90	0	0	0	0	0	0	0	0	0	526	0	0	21	0	0	0	0	0	0	1457	0	0	10	0	0	53	0	0	0	26	0	1798	0	0	0	0	12	0	0	0	0	0	16	0	0	66	10	2294	18	0	8	0	15	0	8	0	0	0	17	0	0	0	0	0	0	56	0	0	29	80	0	0	0	0	0	0	0	24	0	0	0	0	6	0	22	125	0	0	35	0	0	0	0	12	5	0	0	0	24	18	0	6	0	26	0	0	0	0	0	0	0	0	0	52	0	0	0	16	0	0	9	0	0	0	0	0	0	0	3	0	0	11	0	0	14	0	0	0	0	0	0	24	0	0	0	0	0	156	0	17	0	50	0	0	802	13	5545	0	10	10	187	0	0	0	34	13	0	0	12	559	0	0	21	22	0	7	0	0	0	109	0	0	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella
SV_51	0	0	215	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	0	0	125	0	0	25072	0	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella_6
SV_52	0	0	2806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	30	0	0	0	0	12	104	0	0	0	0	0	0	0	320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	6	0	0	230	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	2570	0	0	0	0	0	47	0	0	0	64	0	0	0	0	0	0	216	0	0	0	0	0	5	0	0	0	0	0	686	0	0	0	0	0	0	12274	0	0	0	0	0	0	8	0	0	0	0	0	11	0	0	0	903	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	15	4	0	0	0	0	0	0	0	17	0	0	8	0	0	149	0	0	7	0	0	0	0	0	0	0	0	292	0	0	0	0	58	56	0	0	0	66	82	0	0	2949	0	0	0	0	35	0	0	0	0	0	0	4	0	5	0	0	0	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Porphyromonadaceae:Porphyromonas
SV_53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	19569	0	0	405	75	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	48	0	0	35	0	277	0	541	27	0	0	0	0	61	0	0	0	0	0	0	381	0	0	0	0	0	0	48	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	85	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0	0	0	0	0	0	0	0	Bacteria:Firmicutes:Bacilli:Lactobacillales:Lactobacillaceae:Lactobacillus
SV_54	0	0	121	0	88	0	0	63	20	0	0	0	0	0	0	48	12	0	0	423	0	0	11	21	0	327	19	0	44	17	10	397	0	0	0	11	9	0	0	1840	0	0	27	494	0	47	59	0	0	68	16	0	0	0	0	0	0	0	0	278	0	0	0	26	0	0	0	0	0	857	11	0	26	5	0	0	32	0	0	0	0	297	0	0	0	0	0	0	0	94	0	0	100	0	0	632	25	0	9240	0	52	0	86	0	73	0	43	0	71	0	0	14	0	0	0	198	0	0	37	26	0	0	0	0	40	0	0	77	10	0	0	0	26	0	31	1098	5	0	62	0	14	21	0	0	0	0	33	0	0	28	0	196	0	124	0	0	14	0	0	0	8	0	0	0	0	0	0	15	32	0	16	0	0	0	0	0	59	0	0	0	0	0	14	0	0	0	39	0	0	0	0	27	0	0	0	0	0	53	0	0	0	329	0	422	931	31	384	23	0	0	140	352	0	13	93	487	0	0	21	32	0	0	0	0	0	51	0	0	0	64	0	30	Bacteria:Firmicutes:Negativicutes:Selenomonadales:Veillonellaceae:Dialister
SV_55	0	0	0	0	256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	469	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19320	0	0	335	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	65	0	0	0	0	0	0	0	0	Bacteria:Bacteroidetes:Bacteroidia:Bacteroidales:Prevotellaceae:Prevotella
